Academic Year,Program 1,Term 1,Program 2,Term 2,Need Category,Program Type 1
2017-2018 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2017-2018 Academic Year,International Student Teaching,Fall,,,No,Intl. Teaching
2017-2018 Academic Year,London School of Economics,Summer,,,Med,Other Sem./Year
2017-2018 Academic Year,Lutheran College Washington Semester,Fall,,,High,Domestic Sem./Year
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,Lutheran College Washington Semester,Spring,,,High,Domestic Sem./Year
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,Paideia 450: Working Japan: Religion and Corporate Culture in Japan,J-Term,,,High,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Islam in Europe: Politics, Religion and Refugees",J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,Paideia 450: Working Japan: Religion and Corporate Culture in Japan,J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,MÃƒÂ¼nster Semester,Spring,,,High,Luther Sem./Year
2017-2018 Academic Year,Paideia 450: Working Japan: Religion and Corporate Culture in Japan,J-Term,,,Med,Luther J-Term
2017-2018 Academic Year,Luther Independent Study / Directed Reading / Internship,Summer,,,High,Independent J-Term
2017-2018 Academic Year,"ACM Brazil: Culture, Community, & Language at PUC-Rio",Fall,,,High,Other Sem./Year
2017-2018 Academic Year,Luther Independent Study / Directed Reading / Internship,Summer,,,High,Independent J-Term
2017-2018 Academic Year,Paideia 450: Exploring the Ethics of Sustainable Organizations,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Luther Nordic Choir International Tour,Summer,,,No,Summer
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Islam in Europe: Politics, Religion and Refugees",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Stony Brook University - Madagascar,Fall,,,No,Other Sem./Year
2017-2018 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Forging Paths to Peace: Personal, Political, and Social Reconciliation in Northern Ireland",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Computer Science 385/Management 385: Understanding Entrepreneurship in Silicon Valley,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: Exploring the Ethics of Sustainable Organizations,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Nottingham Summer Nursing,Summer,,,No,Summer
2017-2018 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Forging Paths to Peace: Personal, Political, and Social Reconciliation in Northern Ireland",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Spanish 340: Language and Culture in the Spanish-Speaking World (Spain),J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,History 299: History and Memory of the Holocaust,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Environmental Studies 240: Environmental Issues in the Pacific Northwest,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Nottingham Summer Nursing,Summer,,,No,Summer
2017-2018 Academic Year,API Summer Chilean Culture and Spanish Language in Valparaiso,Summer,,,No,Summer
2017-2018 Academic Year,Computer Science 385/Management 385: Understanding Entrepreneurship in Silicon Valley,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Spanish 340: Language and Culture in Argentina,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,MÃƒÂ¼nster Semester,Spring,,,No,Luther Sem./Year
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: Exploring the Ethics of Sustainable Organizations,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Lutheran College Washington Semester,Fall,"Paideia 450: Forging Paths to Peace: Personal, Political, and Social Reconciliation in Northern Ireland",J-Term,No,Domestic Sem./Year
2017-2018 Academic Year,"CIEE Liberal Arts Program in Lima, Peru",Spring,,,No,Other Sem./Year
2017-2018 Academic Year,ACM London & Florence: Arts in Context,Spring,,,No,Other Sem./Year
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Malta and the Mediterranean,Spring,,,No,Luther Sem./Year
2017-2018 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: Exploring the Ethics of Sustainable Organizations,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Wartburg West,Spring,,,No,Domestic Sem./Year
2017-2018 Academic Year,Malta and the Mediterranean,Spring,,,No,Luther Sem./Year
2017-2018 Academic Year,"ISA Bilbao, Spain: Computer Science, Engineering, Business & Spanish Language- Academic Year/Semester",Spring,,,No,Other Sem./Year
2017-2018 Academic Year,Paideia 450: Exploring the Ethics of Sustainable Organizations,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Spanish 340: Language and Culture in the Spanish-Speaking World (Spain),J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Augustana College: Summer Spanish in the Andes (10-week),Summer,,,No,Summer
2017-2018 Academic Year,Paideia 450: Working Japan: Religion and Corporate Culture in Japan,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Arcadia University - University of Cape Town,Spring,Arcadia University - University of Cape Town (Cape Town),Summer,No,Other Sem./Year
2017-2018 Academic Year,USAC Norway: University of Oslo Undergraduate and Graduate Courses,Fall,,,No,Other Sem./Year
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: Working Japan: Religion and Corporate Culture in Japan,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Islam in Europe: Politics, Religion and Refugees",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Music 245: Choral Singing in Namibia and South Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Islam in Europe: Politics, Religion and Refugees",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Forging Paths to Peace: Personal, Political, and Social Reconciliation in Northern Ireland",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,History 299: History and Memory of the Holocaust,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,CIEE Summer Comparative Public Health Systems I + II ( London + Amsterdam),Summer,,,No,Summer
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Spanish 340: Language and Culture in Argentina,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Lutheran College Washington Semester,Fall,,,No,Domestic Sem./Year
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,"Paideia 450: Forging Paths to Peace: Personal, Political, and Social Reconciliation in Northern Ireland",J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Earth & Environment in Italy,Fall,,,No,Luther Sem./Year
2017-2018 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Spanish 340: Language and Culture in Argentina,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,USAC Norway: University of Oslo Undergraduate and Graduate Courses,Fall,,,No,Other Sem./Year
2017-2018 Academic Year,"Paideia 450: Islam in Europe: Politics, Religion and Refugees",J-Term,University of Oslo International Summer School,Summer,No,Luther J-Term
2017-2018 Academic Year,Communication Studies 239/Physical Education 239: How Soccer Explains Europe: Coaching Methods and Critical Approaches,J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Spanish 340: Language and Culture in the Spanish-Speaking World (Spain),J-Term,,,No,Luther J-Term
2017-2018 Academic Year,Lutheran College Washington Semester,Fall,,,No,Domestic Sem./Year
2018-2019 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Religion 236: Disaster and Enlightenment: Pilgrimages in East Asia,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,English 262: Tolkien and Lewis in Context,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,French 347: Introduction to Commercial French,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Paideia 450: Removal and Restitution: Building Sustainable Communities in South Africa,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Science 239: Islamic Science in the Middle Ages Across the Mediterranean,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Chicago Center,Spring,,,No,Domestic Sem./Year
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,"Paideia 450: War, Peace and Reconciliation in Cambodia",J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Paideia 450: Making Decisions for U. S. Schools: The Case in Hawaii,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Luther Nottingham Academic Year,Academic Year,,,No,Luther Sem./Year
2018-2019 Academic Year,Paideia 450: Green Europe: Advanced Models of Sustainability,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,English 262: Tolkien and Lewis in Context,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Communications Studies 239/Physical Education 239: Communication and Adventure Recreation in New Zealand,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,General Studies 105: Luther College Symphony Orchestra Residency in Vienna: An Exploration of Viennese Perfomances,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,"ISA Veritas Christian Study Abroad & Missions: Valparaiso, Chile: Spanish Language & Latin American Studies Ã¢â‚¬â€œ Academic Year/Semester",Spring,,,No,Other Sem./Year
2018-2019 Academic Year,French 347: Introduction to Commercial French,J-Term,Malta and the Mediterranean,Spring,No,Luther J-Term
2018-2019 Academic Year,Paideia 450: Removal and Restitution: Building Sustainable Communities in South Africa,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,Science 239: Islamic Science in the Middle Ages Across the Mediterranean,J-Term,,,No,Luther J-Term
2018-2019 Academic Year,University of South-Eastern Norway at BÃƒÂ¸,Spring,,,No,Other Sem./Year
2018-2019 Academic Year,International Studies 239: Roatan: Ethical Engagement in a Changing World,J-Term,,,No,Luther J-Term
